Course,Title,Units,Lec/Sec,Days,Begin,End,Bldg/Room,Location,Instructor(s),
82345,Introduction to Hispanic Literary and Cultural Studies:,9,,,,,,,,
,The Individual and Society in Hispanic Cultures,,A,TR,01:30PM,02:50PM,WEH 5304,"Pittsburgh, Pennsylvania",Dworkin,
82372,Advanced Japanese II,9,A,MWF,10:30AM,11:20AM,PH A21A,"Pittsburgh, Pennsylvania",Hatakeyama,
,,,B,MWF,12:30PM,01:20PM,DH 1209,"Pittsburgh, Pennsylvania",Iwasaki,
82374,Technical Japanese,9,A,TR,01:30PM,02:50PM,PH A22,"Pittsburgh, Pennsylvania",Litt,
82385,Language Across the University,12-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82388,Understanding Second Language Fluency,9,A,T,12:00PM,02:50PM,BH 154A,"Pittsburgh, Pennsylvania",Dronjic,
82389,Independent Study in Language and Culture-Advanced Level,12-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,F,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82397,Russia's Demons,12-Sep,A,TR,12:00PM,01:20PM,PH 225B,"Pittsburgh, Pennsylvania",Castellano,
82399,Special Topics: Russian in Context,12-Mar,A,TR,06:30PM,07:50PM,PH 226B,"Pittsburgh, Pennsylvania",Kats,
82416,Topics in French and Francophone Studies:,9,,,,,,,,
,Francophone Song,,A,TR,03:00PM,04:20PM,PH A21,"Pittsburgh, Pennsylvania",Jones,
82426,Topics in German Literature and Culture:,9,,,,,,,,
,German in the Age of Globalization,,A,MWF,02:30PM,03:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Eichmanns,
82434,Studies in Chinese Traditions,9,A,MWF,01:30PM,02:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Yu,
82440,Studies in Chinese Literature & Culture,9,A,MWF,10:30AM,11:20AM,BH 154A,"Pittsburgh, Pennsylvania",Liu,
82451,Studies in Latin American Literature and Culture:,9,,,,,,,,
,Central America Today: Out of Revolution,,A,MWF,02:30PM,03:20PM,WEH 4623,"Pittsburgh, Pennsylvania",Tardio,
82456,Topics in Hispanic Studies:,9,,,,,,,,
,Latin American Monsters Monstruos Latinoamericanos,,A,MWF,12:30PM,01:20PM,PH A19A,"Pittsburgh, Pennsylvania",Gomez,
82474,Topics of Japanese Studies:,9,,,,,,,,
,Japanese Language & Culture from Pragmatics Perspective,,A,TR,10:30AM,11:50AM,PH 226A,"Pittsburgh, Pennsylvania",Taguchi,
82495,Topics in Applied Second Language Acquisition:,9,,,,,,,,
,Chinese Foreign Language Teaching,,A,R,01:30PM,04:20PM,BH A54,"Pittsburgh, Pennsylvania",Wu,
82502,Special Topics: French,12-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82522,Special Topics: German,12-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82532,Special Topics: Chinese,"3,6,9,12",A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82542,Special Topics: Hispanic Studies,12-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82562,Special Topics: Italian,"3,6,9,12",A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82572,Special Topics: Japanese,12-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82580,Senior Seminar in Modern Languages,3,A,M,03:30PM,04:20PM,BH 255A,"Pittsburgh, Pennsylvania",Tucker,
82585,Topics in Second Language Acquisition,9,A,M,03:30PM,06:20PM,PH 225C,"Pittsburgh, Pennsylvania",Jones,
82599,Russian Studies Thesis,6-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Castellano,
82732,Topics in Applied Second Language Acquistion:,9,,,,,,,,
,Chinese Foreign Language Teaching,,A,R,01:30PM,04:20PM,BH A54,"Pittsburgh, Pennsylvania",Wu,
82780,Graduate Research Seminar,"3,6,9,18",A,T,03:30PM,05:20PM,BH 255A,"Pittsburgh, Pennsylvania",Taguchi,
82782,Systemic Functional Linguistics,9,A,TR,10:30AM,11:50AM,TBD TBD,"Pittsburgh, Pennsylvania",Instructor TBA,
82789,Guided Research,Mar-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,F,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,G,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,H,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82878,Understanding Second Language Fluency,9,A,T,12:00PM,02:50PM,BH 154A,"Pittsburgh, Pennsylvania",Dronjic,
82888,Topics in Second Language Acquisition:,9,,,,,,,,
,Seminar in Pragmatic Development,,A,R,12:00PM,02:50PM,TBD TBD,"Pittsburgh, Pennsylvania",Taguchi,
,Topics in Second Language Acquisition:,,,,,,,,,
,Second Language Reading,,B,R,03:00PM,05:50PM,TBD TBD,"Pittsburgh, Pennsylvania",Koda,
,Topics in Second Language Acquisition:,,,,,,,,,
,Language Acquisition and Technology,,C,M,03:30PM,06:20PM,PH 225C,"Pittsburgh, Pennsylvania",Jones,
82892,Research Team Apprenticeship,9,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Taguchi,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82894,Teaching in Modern Languages and Culture II,9,A,W,02:30PM,03:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Youngs,
82895,Language Education Planning and Policy,9,A,W,01:30PM,03:20PM,BH 154A,"Pittsburgh, Pennsylvania",Tucker,
82989,Second Language Acquisition Dissertation Research,Mar-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
Music,,,,,,,,,,
57008,Vocal Master Class I,0,A,F,02:30PM,03:20PM,MM 127,"Pittsburgh, Pennsylvania",Verm,
57009,Vocal Master Class II,0,A,R,02:30PM,03:20PM,CFA M160,"Pittsburgh, Pennsylvania",Verm,
57010,Voice Studio Performance Class,0,A,T,02:30PM,03:20PM,CFA KRESGE,"Pittsburgh, Pennsylvania",Instructor TBA,
57011,Piano Studio Performance Class,0,A,W,05:00PM,06:50PM,CFA KRESGE,"Pittsburgh, Pennsylvania",Li,
57015,Violin Studio Performance Class,0,A,R,08:00PM,11:50PM,MM 119,"Pittsburgh, Pennsylvania",Forough,
57016,Viola Studio Performance Class,0,A,T,07:00PM,07:50PM,CFA M157,"Pittsburgh, Pennsylvania",Harding,
57018,Double Bass Studio Performance Class,0,A,M,08:00PM,08:50PM,CFA A8,"Pittsburgh, Pennsylvania",Howard,
57020,Flute Studio Performance Class,0,A,M,03:30PM,06:00PM,CFA 102,"Pittsburgh, Pennsylvania","Almarza, Baxtresser",
57021,Oboe Studio Performance Class,0,A,M,05:30PM,07:20PM,CFA M157,"Pittsburgh, Pennsylvania",Dealmeida,
57022,Clarinet Studio Performance Class,0,A,W,07:00PM,07:50PM,CFA M160,"Pittsburgh, Pennsylvania",Thompson,
57023,Bassoon Studio Performance Class,0,A,M,03:30PM,05:50PM,CFA A7,"Pittsburgh, Pennsylvania",Goeres,
57030,Percussion Studio Performance Class,0,A,F,01:30PM,02:50PM,CFA A1,"Pittsburgh, Pennsylvania","Evans, Allen",
57031,Composers Forum,0,A,F,01:30PM,02:50PM,CFA M157,"Pittsburgh, Pennsylvania",Balada,
57051,Study Abroad,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57100,Convocation,1,A,R,01:30PM,02:20PM,CFA KRESGE,"Pittsburgh, Pennsylvania",Instructor TBA,
57101,Introduction to Music Technology,6,A3,MWF,09:30AM,10:20AM,MM 119A,"Pittsburgh, Pennsylvania",Opie,
,,,A4,MWF,09:30AM,10:20AM,MM 119A,"Pittsburgh, Pennsylvania",Opie,
,,,B3,MWF,10:30AM,11:20AM,MM 119A,"Pittsburgh, Pennsylvania",Opie,
,,,B4,MWF,10:30AM,11:20AM,MM 119A,"Pittsburgh, Pennsylvania",Opie,
57102,Finale,6,A,W,08:30AM,09:20AM,MM 119A,"Pittsburgh, Pennsylvania",Opie,
57104,Elective Studio (Beginning Piano),3,A,F,01:30PM,02:20PM,MM 119A,"Pittsburgh, Pennsylvania",Larocca,
,,,B,F,02:30PM,03:20PM,MM 119A,"Pittsburgh, Pennsylvania",Larocca,
57106,Elective Studio (Jazz Piano I Class),3,A,R,06:30PM,07:20PM,CFA M160,"Pittsburgh, Pennsylvania",Capizzi,
57108,Elective Studio (Jazz Piano II Class),3,A,M,06:30PM,07:20PM,CFA M160,"Pittsburgh, Pennsylvania",Capizzi,
57109,Elective Studio (Guitar Class),3,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Ferla,
57110,Elective Studio (Voice Class),3,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Totter,
57112,Movement and Dance II,3,A,WF,11:30AM,12:50PM,GYM SGYM,"Pittsburgh, Pennsylvania","De La Reza, Kope",
57117,Chorus,6,Lec,TR,03:30PM,04:50PM,MM 119,"Pittsburgh, Pennsylvania",Douglas,
,,,A,T,05:00PM,06:20PM,MM 119,"Pittsburgh, Pennsylvania",Sensi Sellner,
,,,B,T,05:00PM,06:20PM,MM 119,"Pittsburgh, Pennsylvania",Sensi Sellner,
57118,Instrumental Ensemble,6,A,TWRF,03:30PM,05:50PM,CFA ACH,"Pittsburgh, Pennsylvania","Thompson, Cardenes, Vosburgh",
57120,Elective Studio (Voice),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Abreu,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Lawrence,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Totter,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,F,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,G,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,H,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,I,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,J,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57121,Elective Studio (Piano),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Domencic,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Gelman,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Ojeda,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Amato,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Moon,
,,,F,TBA,,,TBA,"Pittsburgh, Pennsylvania",Larocca,
,,,G,TBA,,,TBA,"Pittsburgh, Pennsylvania",Li,
,Elective Studio (Piano):,,,,,,,,,
,Jazz Piano,,H,TBA,,,TBA,"Pittsburgh, Pennsylvania",Capizzi,
,,,I,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,J,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57122,Elective Studio (Organ),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57123,Elective Studio (Harp),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57125,Elective Studio (Violin),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Glasgow Schotting,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Grove,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57126,Elective Studio (Viola),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57127,Elective Studio (Cello),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Tuttle,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Premo,
57128,Elective Studio (Double Bass),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Howard,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Turner,
57129,Elective Studio (Guitar),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Ferla,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Marcinizyn,
,,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Godfrey,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Negri,
,,,E,TBA,,,TBA,"Pittsburgh, Pennsylvania",Rainey,
,,,F,TBA,,,TBA,"Pittsburgh, Pennsylvania",Reeder,
57130,Elective Studio (Flute),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Gist,
57131,Elective Studio (Oboe),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Mezare,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57132,Elective Studio (Clarinet),9-Mar,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Keeling,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Taimanov,
57133,Elective Studio (Bassoon),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Whipple,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57134,Elective Studio (Saxophone),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Defade,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Quarrie,
57135,Elective Studio (Horn),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57136,Elective Studio (Trumpet),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wilson,
57137,Elective Studio (Trombone),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Jackson,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57138,Elective Studio (Euphonium),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Laduke,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57139,Elective Studio (Tuba),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Stillwagon,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57140,Elective Studio (Percussion),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Evans,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57141,Elective Studio (Composition),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Amaya,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Marcinizyn,
57142,Elective Studio (Bagpipes),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57143,Elective Studio (Alexander Technique I),3,A3,M,07:30PM,09:20PM,MM 127,"Pittsburgh, Pennsylvania",Levinson,
,,,,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",,
,,,A4,M,07:30PM,09:20PM,MM 127,"Pittsburgh, Pennsylvania",Levinson,
,,,,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",,
57144,Elective Studio (Jazz Improv),9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Defade,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
57145,Elective Studio (Alexander Technique II),3,A3,TBA,,,TBA,"Pittsburgh, Pennsylvania",Levinson,
,,,A4,TBA,,,TBA,"Pittsburgh, Pennsylvania",Levinson,
57150,Basic Harmony II,9,A,TR,11:30AM,01:20PM,MM 116,"Pittsburgh, Pennsylvania",Domencic,
57153,Harmony II,9,A,TR,12:00PM,01:20PM,CFA A2,"Pittsburgh, Pennsylvania",Randall,
,,,B,TR,12:00PM,01:20PM,CFA M157,"Pittsburgh, Pennsylvania",Whipple,
57162,Eurhythmics II,3,B,MWF,09:30AM,10:20AM,MM 119,"Pittsburgh, Pennsylvania",Neely,
,,,C,MWF,10:30AM,11:20AM,MM 119,"Pittsburgh, Pennsylvania",Neely,
,,,D,MWF,11:30AM,12:20PM,MM 119,"Pittsburgh, Pennsylvania",Neely,
57164,Eurhythmics IV,3,B,TR,10:30AM,11:20AM,MM 119,"Pittsburgh, Pennsylvania",Neely,
,,,C,TR,11:30AM,12:20PM,MM 119,"Pittsburgh, Pennsylvania",Neely,
57171,Introduction to Music Technology (self-paced),6,A3,M,08:30AM,09:20AM,MM 119A,"Pittsburgh, Pennsylvania",Opie,
,,,A4,M,08:30AM,09:20AM,MM 119A,"Pittsburgh, Pennsylvania",Opie,
57182,Solfege II,3,A,MWF,08:30AM,09:20AM,CFA M160,"Pittsburgh, Pennsylvania",Jackovic,
,,,B,MWF,09:30AM,10:20AM,CFA M160,"Pittsburgh, Pennsylvania",Jackovic,
57184,Solfege IV,3,A,MWF,11:30AM,12:20PM,CFA M157,"Pittsburgh, Pennsylvania",Cagley,
,,,B,MWF,12:30PM,01:20PM,CFA M157,"Pittsburgh, Pennsylvania",Cagley,
57186,Advanced Solfege II,3,A,MWF,10:30AM,11:20AM,CFA M160,"Pittsburgh, Pennsylvania",Ozeas,
57190,Repertoire and Listening for Musicians I,3,Lec,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Johnston,
,,,A,F,08:30AM,09:20AM,CFA 102,"Pittsburgh, Pennsylvania",Johnston,
,,,B,F,09:30AM,10:20AM,CFA 102,"Pittsburgh, Pennsylvania",Johnston,
,,,C,F,10:30AM,11:20AM,CFA 102,"Pittsburgh, Pennsylvania",Johnston,
57191,Keyboard Studies,3,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Larocca,
57194,Collaborative Piano Skills II,3,A,W,03:30PM,04:20PM,CFA M160,"Pittsburgh, Pennsylvania",Carver,
57208,Secondary Studio,9-Mar,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
57212,Movement and Dance IV,3,A,WF,09:00AM,10:20AM,GYM SGYM,"Pittsburgh, Pennsylvania","De La Reza, Kope",
57226,Chamber Music (String Quartet),3,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,F,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,G,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,H,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,I,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,J,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
57227,Jazz Orchestra,3,A,MW,06:30PM,07:50PM,MM 119,"Pittsburgh, Pennsylvania",Defade,
57228,Chamber Music,3,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,F,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,G,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,H,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,I,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,J,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,K,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,L,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,M,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,N,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,O,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,P,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,Q,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,T,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,U,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,V,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,W,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,X,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,Y,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,Z,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
57229,Chamber Music,3,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,F,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,G,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,H,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
57230,Baroque Ensemble,3,A,MW,10:30AM,11:50AM,CFA ACH,"Pittsburgh, Pennsylvania",Schultz,
57231,Chamber Ensemble,3,A4,F,02:30PM,03:20PM,CFA KRESGE,"Pittsburgh, Pennsylvania",Sullivan,
,,,B4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
57232,Chamber Music Guitar,3,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Ferla, Marcinizyn",
57233,Sonatas,3,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
57234,Performance for Composers,3,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
57235,Chamber Music,3,A4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Berntsen,
,,,B4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Vosburgh,
,,,C4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Kostyniak,
,,,D4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Crewe,
,,,E4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Knox,
,,,F4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Laduke,
,,,G4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Sullivan,
,,,H4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Knox,
,,,I4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,J4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,K4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,L4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,M4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,N4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,O4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,P4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,Q4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,R4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,S4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,T4,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
